Time_ms,Lead_I,Lead_II,Lead_III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
9040.00,0.017311,0.023081,0.008078,-0.012695,0.005770,0.016157,-0.024616,-0.001922,0.015003,0.030773,0.029619,0.016157
9048.00,0.010146,0.013528,0.004735,-0.007440,0.003382,0.009469,-0.022706,-0.005265,0.008793,0.022175,0.021499,0.009469
9056.00,0.012799,0.017065,0.005973,-0.009386,0.004266,0.011946,-0.023413,-0.004027,0.011092,0.025359,0.024505,0.011946
9064.00,0.018210,0.024280,0.008498,-0.013354,0.006070,0.016996,-0.024856,-0.001502,0.015782,0.031852,0.030638,0.016996
9072.00,0.013022,0.017362,0.006077,-0.009549,0.004341,0.012154,-0.023472,-0.003923,0.011285,0.025626,0.024758,0.012154
9080.00,0.009215,0.012286,0.004300,-0.006758,0.003072,0.008600,-0.022457,-0.005700,0.007986,0.021058,0.020443,0.008600
9088.00,0.015597,0.020797,0.007279,-0.011438,0.005199,0.014558,-0.024159,-0.002721,0.013518,0.028717,0.027677,0.014558
9096.00,0.016847,0.022463,0.007862,-0.012355,0.005616,0.015724,-0.024493,-0.002138,0.014601,0.030217,0.029093,0.015724
9104.00,0.009871,0.013162,0.004607,-0.007239,0.003290,0.009213,-0.022632,-0.005393,0.008555,0.021846,0.021187,0.009213
9112.00,0.011134,0.014845,0.005196,-0.008165,0.003711,0.010391,-0.022969,-0.004804,0.009649,0.023360,0.022618,0.010391
9120.00,0.017546,0.023395,0.008188,-0.012867,0.005849,0.016376,-0.024679,-0.001812,0.015207,0.031055,0.029885,0.016376
9128.00,0.013795,0.018393,0.006438,-0.010116,0.004598,0.012875,-0.023679,-0.003562,0.011956,0.026554,0.025634,0.012875
9136.00,0.008703,0.011605,0.004062,-0.006383,0.002901,0.008123,-0.022321,-0.005938,0.007543,0.020444,0.019864,0.008123
9144.00,0.014276,0.019035,0.006662,-0.010469,0.004759,0.013324,-0.023807,-0.003338,0.012372,0.027131,0.026179,0.013324
9152.00,0.017189,0.022919,0.008022,-0.012605,0.005730,0.016043,-0.024584,-0.001978,0.014897,0.030627,0.029481,0.016043
9160.00,0.010431,0.013908,0.004868,-0.007649,0.003477,0.009736,-0.022782,-0.005132,0.009040,0.022517,0.021822,0.009736
9168.00,0.009952,0.013270,0.004644,-0.007298,0.003317,0.009289,-0.022654,-0.005356,0.008625,0.021943,0.021279,0.009289
9176.00,0.016787,0.022383,0.007834,-0.012311,0.005596,0.015668,-0.024477,-0.002166,0.014549,0.030145,0.029026,0.015668
9184.00,0.014599,0.019465,0.006813,-0.010706,0.004866,0.013625,-0.023893,-0.003187,0.012652,0.027518,0.026545,0.013625
9192.00,0.008478,0.011304,0.003957,-0.006217,0.002826,0.007913,-0.022261,-0.006043,0.007348,0.020174,0.019609,0.007913
9200.00,0.012869,0.017159,0.006006,-0.009438,0.004290,0.012011,-0.023432,-0.003994,0.011154,0.025443,0.024585,0.012011
9208.00,0.017309,0.023079,0.008078,-0.012693,0.005770,0.016155,-0.024616,-0.001922,0.015001,0.030771,0.029617,0.016155
9216.00,0.011392,0.015189,0.005316,-0.008354,0.003797,0.010633,-0.023038,-0.004684,0.009873,0.023670,0.022911,0.010633
9224.00,0.009759,0.013013,0.004554,-0.007157,0.003253,0.009109,-0.022603,-0.005446,0.008458,0.021711,0.021061,0.009109
9232.00,0.017921,0.023894,0.008363,-0.013142,0.005974,0.016726,-0.024779,-0.001637,0.015531,0.031505,0.030310,0.016726
9240.00,0.020249,0.026999,0.009450,-0.014849,0.006750,0.018899,-0.025400,-0.000550,0.017549,0.034299,0.032949,0.018899
9248.00,0.018763,0.025017,0.008756,-0.013759,0.006254,0.017512,-0.025003,-0.001244,0.016261,0.032516,0.031265,0.017512
9256.00,0.030429,0.040572,0.014200,-0.022315,0.010143,0.028401,-0.028114,0.004200,0.026372,0.046515,0.044487,0.028401
9264.00,0.048760,0.065013,0.022755,-0.035757,0.016253,0.045509,-0.033003,0.012755,0.042258,0.068512,0.065261,0.045509
9272.00,0.059790,0.079720,0.027902,-0.043846,0.019930,0.055804,-0.035944,0.017902,0.051818,0.081748,0.077762,0.055804
9280.00,0.073289,0.097718,0.034201,-0.053745,0.024430,0.068403,-0.039544,0.024201,0.063517,0.097947,0.093061,0.068403
9288.00,0.094517,0.126022,0.044108,-0.069312,0.031506,0.088216,-0.045204,0.034108,0.081915,0.123420,0.117119,0.088216
9296.00,0.104390,0.139186,0.048715,-0.076552,0.034797,0.097430,-0.047837,0.038715,0.090471,0.135267,0.128308,0.097430
9304.00,0.097378,0.129837,0.045443,-0.071410,0.032459,0.090886,-0.045967,0.035443,0.084394,0.126853,0.120362,0.090886
9312.00,0.089950,0.119933,0.041977,-0.065963,0.029983,0.083953,-0.043987,0.031977,0.077957,0.117940,0.111943,0.083953
9320.00,0.081463,0.108618,0.038016,-0.059740,0.027154,0.076032,-0.041724,0.028016,0.070602,0.107756,0.102325,0.076032
9328.00,0.060379,0.080506,0.028177,-0.044278,0.020126,0.056354,-0.036101,0.018177,0.052329,0.082455,0.078430,0.056354
9336.00,0.039085,0.052113,0.018240,-0.028662,0.013028,0.036479,-0.030423,0.008240,0.033873,0.056902,0.054296,0.036479
9344.00,0.031821,0.042428,0.014850,-0.023335,0.010607,0.029700,-0.028486,0.004850,0.027578,0.048185,0.046064,0.029700
9352.00,0.025906,0.034542,0.012090,-0.018998,0.008635,0.024179,-0.026908,0.002090,0.022452,0.041088,0.039360,0.024179
9360.00,0.013806,0.018407,0.006443,-0.010124,0.004602,0.012885,-0.023681,-0.003557,0.011965,0.026567,0.025646,0.012885
9368.00,0.010453,0.013938,0.004878,-0.007666,0.003484,0.009756,-0.022788,-0.005122,0.009059,0.022544,0.021847,0.009756
9376.00,0.015899,0.021198,0.007419,-0.011659,0.005300,0.014839,-0.024240,-0.002581,0.013779,0.029079,0.028019,0.014839
9384.00,0.013093,0.017457,0.006110,-0.009601,0.004364,0.012220,-0.023491,-0.003890,0.011347,0.025712,0.024839,0.012220
9392.00,0.006704,0.008939,0.003129,-0.004917,0.002235,0.006257,-0.021788,-0.006871,0.005810,0.018045,0.017598,0.006257
9400.00,0.010954,0.014605,0.005112,-0.008033,0.003651,0.010223,-0.022921,-0.004888,0.009493,0.023144,0.022414,0.010223
9408.00,0.015252,0.020337,0.007118,-0.011185,0.005084,0.014236,-0.024067,-0.002882,0.013219,0.028303,0.027286,0.014236
9416.00,0.009038,0.012051,0.004218,-0.006628,0.003013,0.008436,-0.022410,-0.005782,0.007833,0.020846,0.020243,0.008436
9424.00,0.005791,0.007721,0.002702,-0.004247,0.001930,0.005405,-0.021544,-0.007298,0.005019,0.016949,0.016563,0.005405
9432.00,0.000590,0.000787,0.000275,-0.000433,0.000197,0.000551,-0.020157,-0.009725,0.000511,0.010708,0.010669,0.000551
9440.00,-0.050902,-0.067870,-0.023754,0.037328,-0.016967,-0.047509,-0.006426,-0.033754,-0.044115,-0.051083,-0.047689,-0.047509
9448.00,-0.104316,-0.139088,-0.048681,0.076498,-0.034772,-0.097361,0.007818,-0.058681,-0.090407,-0.115179,-0.108224,-0.097361
9456.00,0.034361,0.045815,0.016035,-0.025198,0.011454,0.032071,-0.029163,0.006035,0.029780,0.051234,0.048943,0.032071
9464.00,0.410082,0.546776,0.191372,-0.300727,0.136694,0.382743,-0.129355,0.181372,0.355404,0.502099,0.474760,0.382743
9472.00,0.746652,0.995536,0.348438,-0.547545,0.248884,0.696875,-0.219107,0.338438,0.647098,0.905982,0.856206,0.696875
9480.00,0.652559,0.870078,0.304527,-0.478543,0.217520,0.609055,-0.194016,0.294527,0.565551,0.793070,0.749566,0.609055
9488.00,0.227313,0.303084,0.106079,-0.166696,0.075771,0.212159,-0.080617,0.096079,0.197005,0.282775,0.267621,0.212159
9496.00,-0.096735,-0.128980,-0.045143,0.070939,-0.032245,-0.090286,0.005796,-0.055143,-0.083837,-0.106082,-0.099633,-0.090286
9504.00,-0.178117,-0.237489,-0.083121,0.130619,-0.059372,-0.166242,0.027498,-0.093121,-0.154368,-0.203740,-0.191866,-0.166242
9512.00,-0.112485,-0.149980,-0.052493,0.082489,-0.037495,-0.104986,0.009996,-0.062493,-0.097487,-0.124982,-0.117483,-0.104986
9520.00,-0.029999,-0.039999,-0.014000,0.022000,-0.010000,-0.027999,-0.012000,-0.024000,-0.025999,-0.025999,-0.023999,-0.027999
9528.00,0.004819,0.006425,0.002249,-0.003534,0.001606,0.004498,-0.021285,-0.007751,0.004176,0.015783,0.015462,0.004498
9536.00,0.012588,0.016784,0.005874,-0.009231,0.004196,0.011749,-0.023357,-0.004126,0.010909,0.025105,0.024266,0.011749
9544.00,0.023658,0.031544,0.011040,-0.017349,0.007886,0.022081,-0.026309,0.001040,0.020503,0.038389,0.036812,0.022081
9552.00,0.031830,0.042440,0.014854,-0.023342,0.010610,0.029708,-0.028488,0.004854,0.027586,0.048196,0.046074,0.029708
9560.00,0.031635,0.042180,0.014763,-0.023199,0.010545,0.029526,-0.028436,0.004763,0.027417,0.047962,0.045853,0.029526
9568.00,0.039384,0.052512,0.018379,-0.028882,0.013128,0.036759,-0.030502,0.008379,0.034133,0.057261,0.054635,0.036759
9576.00,0.056301,0.075069,0.026274,-0.041288,0.018767,0.052548,-0.035014,0.016274,0.048795,0.077562,0.073808,0.052548
9584.00,0.066168,0.088224,0.030879,-0.048523,0.022056,0.061757,-0.037645,0.020879,0.057346,0.089402,0.084991,0.061757
9592.00,0.074102,0.098802,0.034581,-0.054341,0.024701,0.069162,-0.039760,0.024581,0.064222,0.098922,0.093982,0.069162
9600.00,0.094443,0.125923,0.044073,-0.069258,0.031481,0.088146,-0.045185,0.034073,0.081850,0.123331,0.117035,0.088146
9608.00,0.116463,0.155284,0.054349,-0.085406,0.038821,0.108698,-0.051057,0.044349,0.100934,0.149755,0.141991,0.108698
9616.00,0.129281,0.172374,0.060331,-0.094806,0.043094,0.120662,-0.054475,0.050331,0.112043,0.165137,0.156518,0.120662
9624.00,0.146791,0.195721,0.068502,-0.107646,0.048930,0.137004,-0.059144,0.058502,0.127218,0.186149,0.176363,0.137004
9632.00,0.173406,0.231208,0.080923,-0.127164,0.057802,0.161846,-0.066242,0.070923,0.150285,0.218087,0.206527,0.161846
9640.00,0.192009,0.256012,0.089604,-0.140806,0.064003,0.179208,-0.071202,0.079604,0.166408,0.240410,0.227610,0.179208
9648.00,0.202794,0.270391,0.094637,-0.148715,0.067598,0.189274,-0.074078,0.084637,0.175754,0.253352,0.239833,0.189274
9656.00,0.220873,0.294498,0.103074,-0.161974,0.073624,0.206149,-0.078900,0.093074,0.191424,0.275048,0.260323,0.206149
9664.00,0.238464,0.317952,0.111283,-0.174874,0.079488,0.222566,-0.083590,0.101283,0.206669,0.296157,0.280259,0.222566
9672.00,0.241601,0.322134,0.112747,-0.177174,0.080534,0.225494,-0.084427,0.102747,0.209387,0.299921,0.283814,0.225494
9680.00,0.241832,0.322443,0.112855,-0.177344,0.080611,0.225710,-0.084489,0.102855,0.209588,0.300199,0.284077,0.225710
9688.00,0.247756,0.330341,0.115619,-0.181687,0.082585,0.231239,-0.086068,0.105619,0.214722,0.307307,0.290790,0.231239
9696.00,0.244080,0.325440,0.113904,-0.178992,0.081360,0.227808,-0.085088,0.103904,0.211536,0.302896,0.286624,0.227808
9704.00,0.227987,0.303982,0.106394,-0.167190,0.075996,0.212787,-0.080796,0.096394,0.197588,0.283584,0.268385,0.212787
9712.00,0.216434,0.288579,0.101003,-0.158718,0.072145,0.202005,-0.077716,0.091003,0.187576,0.269721,0.255292,0.202005
9720.00,0.207005,0.276007,0.096602,-0.151804,0.069002,0.193205,-0.075201,0.086602,0.179404,0.258406,0.244606,0.193205
9728.00,0.185175,0.246900,0.086415,-0.135795,0.061725,0.172830,-0.069380,0.076415,0.160485,0.232210,0.219865,0.172830
9736.00,0.160611,0.214148,0.074952,-0.117781,0.053537,0.149903,-0.062830,0.064952,0.139196,0.202733,0.192026,0.149903
9744.00,0.146150,0.194867,0.068204,-0.107177,0.048717,0.136407,-0.058973,0.058204,0.126664,0.185380,0.175637,0.136407
9752.00,0.129236,0.172315,0.060310,-0.094773,0.043079,0.120621,-0.054463,0.050310,0.112005,0.165084,0.156468,0.120621
9760.00,0.103511,0.138015,0.048305,-0.075908,0.034504,0.096610,-0.047603,0.038305,0.089710,0.134213,0.127313,0.096610
9768.00,0.085438,0.113917,0.039871,-0.062654,0.028479,0.079742,-0.042783,0.029871,0.074046,0.112525,0.106829,0.079742
9776.00,0.076408,0.101877,0.035657,-0.056033,0.025469,0.071314,-0.040375,0.025657,0.066220,0.101690,0.096596,0.071314
9784.00,0.060291,0.080388,0.028136,-0.044213,0.020097,0.056271,-0.036078,0.018136,0.052252,0.082349,0.078330,0.056271
9792.00,0.042243,0.056325,0.019714,-0.030979,0.014081,0.039427,-0.031265,0.009714,0.036611,0.060692,0.057876,0.039427
9800.00,0.036652,0.048870,0.017104,-0.026878,0.012217,0.034209,-0.029774,0.007104,0.031765,0.053983,0.051539,0.034209
9808.00,0.032888,0.043851,0.015348,-0.024118,0.010963,0.030696,-0.028770,0.005348,0.028503,0.049466,0.047273,0.030696
9816.00,0.020265,0.027020,0.009457,-0.014861,0.006755,0.018914,-0.025404,-0.000543,0.017563,0.034318,0.032967,0.018914
9824.00,0.012992,0.017323,0.006063,-0.009528,0.004331,0.012126,-0.023465,-0.003937,0.011260,0.025591,0.024725,0.012126
9832.00,0.015930,0.021240,0.007434,-0.011682,0.005310,0.014868,-0.024248,-0.002566,0.013806,0.029116,0.028054,0.014868
9840.00,0.012517,0.016690,0.005841,-0.009179,0.004172,0.011683,-0.023338,-0.004159,0.010848,0.025021,0.024186,0.011683
9848.00,0.003586,0.004782,0.001674,-0.002630,0.001195,0.003347,-0.020956,-0.008326,0.003108,0.014304,0.014065,0.003347
9856.00,0.004912,0.006550,0.002292,-0.003602,0.001637,0.004585,-0.021310,-0.007708,0.004257,0.015895,0.015567,0.004585
9864.00,0.009336,0.012448,0.004357,-0.006846,0.003112,0.008714,-0.022490,-0.005643,0.008091,0.021203,0.020581,0.008714
9872.00,0.003417,0.004555,0.001594,-0.002505,0.001139,0.003189,-0.020911,-0.008406,0.002961,0.014100,0.013872,0.003189
9880.00,-0.000934,-0.001245,-0.000436,0.000685,-0.000311,-0.000871,-0.019751,-0.010436,-0.000809,0.008880,0.008942,-0.000871
9888.00,0.005040,0.006720,0.002352,-0.003696,0.001680,0.004704,-0.021344,-0.007648,0.004368,0.016048,0.015712,0.004704
9896.00,0.005975,0.007966,0.002788,-0.004382,0.001992,0.005577,-0.021593,-0.007212,0.005178,0.017170,0.016771,0.005577
9904.00,-0.001252,-0.001669,-0.000584,0.000918,-0.000417,-0.001168,-0.019666,-0.010584,-0.001085,0.008498,0.008581,-0.001168
9912.00,-0.000197,-0.000263,-0.000092,0.000145,-0.000066,-0.000184,-0.019947,-0.010092,-0.000171,0.009763,0.009777,-0.000184
9920.00,0.006036,0.008048,0.002817,-0.004426,0.002012,0.005633,-0.021610,-0.007183,0.005231,0.017243,0.016840,0.005633
9928.00,0.002124,0.002832,0.000991,-0.001558,0.000708,0.001982,-0.020566,-0.009009,0.001841,0.012549,0.012407,0.001982
9936.00,-0.003116,-0.004155,-0.001454,0.002285,-0.001039,-0.002908,-0.019169,-0.011454,-0.002701,0.006261,0.006469,-0.002908
9944.00,0.002316,0.003088,0.001081,-0.001699,0.000772,0.002162,-0.020618,-0.008919,0.002007,0.012779,0.012625,0.002162
9952.00,0.005095,0.006793,0.002377,-0.003736,0.001698,0.004755,-0.021359,-0.007623,0.004415,0.016113,0.015774,0.004755
9960.00,-0.001794,-0.002392,-0.000837,0.001316,-0.000598,-0.001675,-0.019522,-0.010837,-0.001555,0.007847,0.007967,-0.001675
9968.00,-0.002401,-0.003201,-0.001120,0.001760,-0.000800,-0.002241,-0.019360,-0.011120,-0.002080,0.007119,0.007279,-0.002241
9976.00,0.004309,0.005745,0.002011,-0.003160,0.001436,0.004022,-0.021149,-0.007989,0.003735,0.015171,0.014884,0.004022
9984.00,0.001996,0.002662,0.000932,-0.001464,0.000665,0.001863,-0.020532,-0.009068,0.001730,0.012395,0.012262,0.001863
9992.00,-0.004250,-0.005667,-0.001984,0.003117,-0.001417,-0.003967,-0.018867,-0.011984,-0.003684,0.004899,0.005183,-0.003967
10000.00,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.020000,-0.010000,0.000000,0.010000,0.010000,0.000000
10008.00,0.004251,0.005668,0.001984,-0.003117,0.001417,0.003968,-0.021134,-0.008016,0.003684,0.015101,0.014818,0.003968
10016.00,-0.001994,-0.002659,-0.000931,0.001463,-0.000665,-0.001861,-0.019468,-0.010931,-0.001728,0.007607,0.007740,-0.001861
10024.00,-0.004302,-0.005736,-0.002008,0.003155,-0.001434,-0.004015,-0.018853,-0.012008,-0.003728,0.004838,0.005124,-0.004015
10032.00,0.002427,0.003235,0.001132,-0.001779,0.000809,0.002265,-0.020647,-0.008868,0.002103,0.012912,0.012750,0.002265
10040.00,0.001882,0.002509,0.000878,-0.001380,0.000627,0.001757,-0.020502,-0.009122,0.001631,0.012258,0.012133,0.001757
10048.00,-0.004823,-0.006431,-0.002251,0.003537,-0.001608,-0.004501,-0.018714,-0.012251,-0.004180,0.004212,0.004534,-0.004501
10056.00,-0.001553,-0.002070,-0.000725,0.001139,-0.000518,-0.001449,-0.019586,-0.010725,-0.001346,0.008137,0.008240,-0.001449
10064.00,0.005060,0.006746,0.002361,-0.003710,0.001687,0.004722,-0.021349,-0.007639,0.004385,0.016072,0.015734,0.004722
10072.00,0.002351,0.003135,0.001097,-0.001724,0.000784,0.002195,-0.020627,-0.008903,0.002038,0.012822,0.012665,0.002195
10080.00,0.003275,0.004366,0.001528,-0.002402,0.001092,0.003057,-0.020873,-0.008472,0.002838,0.013930,0.013711,0.003057
10088.00,0.017695,0.023593,0.008258,-0.012976,0.005898,0.016515,-0.024719,-0.001742,0.015335,0.031234,0.030054,0.016515
10096.00,0.030951,0.041268,0.014444,-0.022697,0.010317,0.028888,-0.028254,0.004444,0.026824,0.047141,0.045078,0.028888
10104.00,0.039553,0.052738,0.018458,-0.029006,0.013184,0.036916,-0.030548,0.008458,0.034279,0.057464,0.054827,0.036916
10112.00,0.058004,0.077339,0.027069,-0.042536,0.019335,0.054137,-0.035468,0.017069,0.050270,0.079605,0.075738,0.054137
10120.00,0.079819,0.106425,0.037249,-0.058534,0.026606,0.074497,-0.041285,0.027249,0.069176,0.105782,0.100461,0.074497
10128.00,0.085843,0.114457,0.040060,-0.062952,0.028614,0.080120,-0.042891,0.030060,0.074397,0.113012,0.107289,0.080120
10136.00,0.082136,0.109515,0.038330,-0.060233,0.027379,0.076660,-0.041903,0.028330,0.071185,0.108563,0.103088,0.076660
10144.00,0.080261,0.107015,0.037455,-0.058858,0.026754,0.074910,-0.041403,0.027455,0.069560,0.106313,0.100963,0.074910
10152.00,0.068984,0.091979,0.032193,-0.050588,0.022995,0.064385,-0.038396,0.022193,0.059786,0.092781,0.088182,0.064385
10160.00,0.044952,0.059935,0.020977,-0.032964,0.014984,0.041955,-0.031987,0.010977,0.038958,0.063942,0.060945,0.041955
10168.00,0.027810,0.037079,0.012978,-0.020394,0.009270,0.025956,-0.027416,0.002978,0.024102,0.043371,0.041518,0.025956
10176.00,0.021092,0.028123,0.009843,-0.015468,0.007031,0.019686,-0.025625,-0.000157,0.018280,0.035311,0.033905,0.019686
10184.00,0.009352,0.012470,0.004364,-0.006858,0.003117,0.008729,-0.022494,-0.005636,0.008105,0.021223,0.020599,0.008729
10192.00,-0.002696,-0.003595,-0.001258,0.001977,-0.000899,-0.002517,-0.019281,-0.011258,-0.002337,0.006764,0.006944,-0.002517
10200.00,-0.001601,-0.002134,-0.000747,0.001174,-0.000534,-0.001494,-0.019573,-0.010747,-0.001387,0.008079,0.008186,-0.001494
10208.00,0.001128,0.001504,0.000527,-0.000827,0.000376,0.001053,-0.020301,-0.009473,0.000978,0.011354,0.011279,0.001053
10216.00,-0.005769,-0.007692,-0.002692,0.004231,-0.001923,-0.005384,-0.018462,-0.012692,-0.005000,0.003077,0.003462,-0.005384
10224.00,-0.008326,-0.011101,-0.003885,0.006106,-0.002775,-0.007771,-0.017780,-0.013885,-0.007216,0.000009,0.000564,-0.007771
10232.00,-0.001692,-0.002256,-0.000790,0.001241,-0.000564,-0.001579,-0.019549,-0.010790,-0.001467,0.007969,0.008082,-0.001579
10240.00,-0.002312,-0.003082,-0.001079,0.001695,-0.000771,-0.002158,-0.019384,-0.011079,-0.002003,0.007226,0.007380,-0.002158
10248.00,-0.009207,-0.012276,-0.004297,0.006752,-0.003069,-0.008593,-0.017545,-0.014297,-0.007980,-0.001049,-0.000435,-0.008593
10256.00,-0.007013,-0.009350,-0.003273,0.005143,-0.002338,-0.006545,-0.018130,-0.013273,-0.006078,0.001585,0.002052,-0.006545
10264.00,-0.010038,-0.013384,-0.004685,0.007361,-0.003346,-0.009369,-0.017323,-0.014685,-0.008700,-0.002046,-0.001377,-0.009369
10272.00,-0.058594,-0.078125,-0.027344,0.042969,-0.019531,-0.054687,-0.004375,-0.037344,-0.050781,-0.060312,-0.056406,-0.054687
10280.00,-0.120366,-0.160488,-0.056171,0.088268,-0.040122,-0.112342,0.012098,-0.066171,-0.104317,-0.134439,-0.126415,-0.112342
10288.00,-0.019494,-0.025991,-0.009097,0.014295,-0.006498,-0.018194,-0.014802,-0.019097,-0.016894,-0.013392,-0.012093,-0.018194
10296.00,0.321905,0.429207,0.150222,-0.236064,0.107302,0.300445,-0.105841,0.140222,0.278984,0.396286,0.374826,0.300445
10304.00,0.692431,0.923242,0.323135,-0.507783,0.230810,0.646269,-0.204648,0.313135,0.600107,0.840917,0.794755,0.646269
10312.00,0.688467,0.917956,0.321284,-0.504876,0.229489,0.642569,-0.203591,0.311284,0.596671,0.836160,0.790262,0.642569
10320.00,0.288029,0.384039,0.134414,-0.211221,0.096010,0.268827,-0.096808,0.124414,0.249625,0.355635,0.336433,0.268827
10328.00,-0.080108,-0.106810,-0.037384,0.058746,-0.026703,-0.074767,0.001362,-0.047384,-0.069427,-0.086129,-0.080789,-0.074767
10336.00,-0.196749,-0.262332,-0.091816,0.144282,-0.065583,-0.183632,0.032466,-0.101816,-0.170516,-0.226098,-0.212982,-0.183632
10344.00,-0.139723,-0.186297,-0.065204,0.102463,-0.046574,-0.130408,0.017259,-0.075204,-0.121093,-0.157667,-0.148352,-0.130408
10352.00,-0.056884,-0.075845,-0.026546,0.041715,-0.018961,-0.053091,-0.004831,-0.036546,-0.049299,-0.058260,-0.054468,-0.053091
10360.00,-0.018770,-0.025027,-0.008759,0.013765,-0.006257,-0.017519,-0.014995,-0.018759,-0.016267,-0.012524,-0.011273,-0.017519
10368.00,-0.003669,-0.004892,-0.001712,0.002691,-0.001223,-0.003425,-0.019022,-0.011712,-0.003180,0.005597,0.005841,-0.003425
10376.00,0.009127,0.012169,0.004259,-0.006693,0.003042,0.008518,-0.022434,-0.005741,0.007910,0.020952,0.020344,0.008518
10384.00,0.012055,0.016074,0.005626,-0.008840,0.004018,0.011251,-0.023215,-0.004374,0.010448,0.024466,0.023663,0.011251
10392.00,0.012240,0.016319,0.005712,-0.008976,0.004080,0.011424,-0.023264,-0.004288,0.010608,0.024688,0.023872,0.011424
10400.00,0.024545,0.032727,0.011454,-0.018000,0.008182,0.022909,-0.026545,0.001454,0.021273,0.039454,0.037818,0.022909
10408.00,0.038680,0.051573,0.018050,-0.028365,0.012893,0.036101,-0.030315,0.008050,0.033522,0.056416,0.053837,0.036101
10416.00,0.044278,0.059037,0.020663,-0.032470,0.014759,0.041326,-0.031807,0.010663,0.038374,0.063133,0.060181,0.041326
10424.00,0.055815,0.074420,0.026047,-0.040931,0.018605,0.052094,-0.034884,0.016047,0.048373,0.076978,0.073257,0.052094
10432.00,0.078313,0.104417,0.036546,-0.057430,0.026104,0.073092,-0.040883,0.026546,0.067871,0.103976,0.098755,0.073092
10440.00,0.095226,0.126968,0.044439,-0.069833,0.031742,0.088878,-0.045394,0.034439,0.082529,0.124272,0.117923,0.088878
10448.00,0.107231,0.142974,0.050041,-0.078636,0.035744,0.100082,-0.048595,0.040041,0.092933,0.138677,0.131528,0.100082
10456.00,0.129765,0.173020,0.060557,-0.095161,0.043255,0.121114,-0.054604,0.050557,0.112463,0.165718,0.157067,0.121114
10464.00,0.155163,0.206884,0.072409,-0.113786,0.051721,0.144818,-0.061377,0.062409,0.134474,0.196195,0.185851,0.144818
10472.00,0.169336,0.225781,0.079023,-0.124180,0.056445,0.158047,-0.065156,0.069023,0.146758,0.213203,0.201914,0.158047
10480.00,0.183456,0.244608,0.085613,-0.134534,0.061152,0.171226,-0.068922,0.075613,0.158995,0.230147,0.217917,0.171226
10488.00,0.205505,0.274006,0.095902,-0.150703,0.068502,0.191804,-0.074801,0.085902,0.178104,0.256606,0.242905,0.191804
10496.00,0.219382,0.292510,0.102378,-0.160880,0.073127,0.204757,-0.078502,0.092378,0.190131,0.273259,0.258633,0.204757
10504.00,0.221335,0.295113,0.103290,-0.162312,0.073778,0.206579,-0.079023,0.093290,0.191824,0.275602,0.260846,0.206579
10512.00,0.227341,0.303122,0.106093,-0.166717,0.075780,0.212185,-0.080624,0.096093,0.197029,0.282809,0.267653,0.212185
10520.00,0.234047,0.312063,0.109222,-0.171635,0.078016,0.218444,-0.082413,0.099222,0.202841,0.290857,0.275253,0.218444
10528.00,0.226120,0.301494,0.105523,-0.165822,0.075373,0.211046,-0.080299,0.095523,0.195971,0.281345,0.266270,0.211046
10536.00,0.212613,0.283484,0.099219,-0.155916,0.070871,0.198439,-0.076697,0.089219,0.184264,0.265135,0.250961,0.198439
10544.00,0.205984,0.274646,0.096126,-0.151055,0.068661,0.192252,-0.074929,0.086126,0.178520,0.257181,0.243449,0.192252
10552.00,0.193554,0.258072,0.090325,-0.141940,0.064518,0.180651,-0.071614,0.080325,0.167747,0.242265,0.229361,0.180651
10560.00,0.169083,0.225444,0.078905,-0.123994,0.056361,0.157811,-0.065089,0.068905,0.146539,0.212900,0.201627,0.157811
10568.00,0.149360,0.199146,0.069701,-0.109530,0.049787,0.139402,-0.059829,0.059701,0.129445,0.189231,0.179274,0.139402
10576.00,0.136257,0.181676,0.063586,-0.099922,0.045419,0.127173,-0.056335,0.053586,0.118089,0.173508,0.164424,0.127173
10584.00,0.114217,0.152289,0.053301,-0.083759,0.038072,0.106602,-0.050458,0.043301,0.098988,0.147060,0.139446,0.106602
10592.00,0.089004,0.118672,0.041535,-0.065269,0.029668,0.083070,-0.043734,0.031535,0.077137,0.116804,0.110871,0.083070
10600.00,0.075586,0.100781,0.035273,-0.055430,0.025195,0.070547,-0.040156,0.025273,0.065508,0.100703,0.095664,0.070547
10608.00,0.063850,0.085133,0.029797,-0.046823,0.021283,0.059593,-0.037027,0.019797,0.055337,0.086620,0.082363,0.059593
10616.00,0.043530,0.058041,0.020314,-0.031922,0.014510,0.040628,-0.031608,0.010314,0.037726,0.062237,0.059334,0.040628
10624.00,0.029148,0.038864,0.013603,-0.021375,0.009716,0.027205,-0.027773,0.003603,0.025262,0.044978,0.043035,0.027205
10632.00,0.025765,0.034353,0.012024,-0.018894,0.008588,0.024047,-0.026871,0.002024,0.022329,0.040918,0.039200,0.024047
10640.00,0.016922,0.022563,0.007897,-0.012410,0.005641,0.015794,-0.024513,-0.002103,0.014666,0.030307,0.029178,0.015794
10648.00,0.003473,0.004630,0.001621,-0.002547,0.001158,0.003241,-0.020926,-0.008379,0.003010,0.014167,0.013936,0.003241
10656.00,0.001150,0.001534,0.000537,-0.000844,0.000383,0.001074,-0.020307,-0.009463,0.000997,0.011380,0.011304,0.001074
